Wafer_ID,Batch_ID,Timestamp,Chamber_Vacuum_Torr,Gas_Flow_SiH4_sccm,RF_Reflected_Power_W,Plasma_Density_e11_cm3,Etch_Rate_A_min,CMP_Pad_Wear_um,Deposition_Temp_C,Photolitho_Dose_mJ_cm2,Leakage_Current_uA,Chamber_Pressure_mTorr,Wafer_Thickness_um,Wafer_Bow_um,Gate_Oxide_Thickness_A,Particle_Count_10nm,Wafer_Resistivity_Ohm_cm,Yield_Status
WFR-2164,FAB-BATCH-116,23-08-2026 22:44,1.1842,145.73,427.96,11.465,2146.4,39.23,349.18,24,0.0576,11.56,776.91,13.18,43.98,12,1.84,0
WFR-2165,FAB-BATCH-116,23-08-2026 23:12,1.2909,152.08,444.81,12.159,2170.3,35.8,330.19,24.58,0.0391,12.41,773.8,11.37,41.66,16,1.903,0
WFR-2166,FAB-BATCH-116,23-08-2026 23:40,1.3476,143.85,459.53,11.495,2195.4,38.72,354.01,23.9,0.0402,12.4,768.04,14.43,47.22,13,1.837,0
WFR-2167,FAB-BATCH-116,24-08-2026 00:08,1.3054,153.82,446.43,12.986,2275.9,35.59,362.15,25.17,0.0578,12.05,774.94,13.93,44.57,22,1.872,0
WFR-2168,FAB-BATCH-116,24-08-2026 00:36,1.2726,144.45,447.04,13.002,2195.4,36.73,350.93,24.07,,13.09,773.15,14.1,43.33,19,1.907,0
WFR-2169,FAB-BATCH-116,24-08-2026 01:04,1.2738,152.49,461.84,11.289,2243.4,39.42,341.75,24.42,0.043,11.78,779.22,12.65,45.41,18,1.81,0
WFR-2170,FAB-BATCH-116,24-08-2026 01:32,1.2841,152.82,441.46,13.434,2201.5,40.8,345.89,23.15,0.0865,11.55,773.54,12.81,45.31,11,1.727,0
WFR-2171,FAB-BATCH-116,24-08-2026 02:00,1.2804,146.86,431.49,14.248,2180.7,41.99,364.16,23.21,0.0384,12.21,772.26,11.07,44.52,15,1.878,0
WFR-2172,FAB-BATCH-116,24-08-2026 02:28,1.2612,152.62,448.07,12.532,2190.1,43.44,357.28,24.51,0.0638,11.66,776.27,13.69,45.22,17,1.969,0
WFR-2173,FAB-BATCH-116,24-08-2026 02:56,1.2542,151.17,444.19,12.051,2193.3,40.72,355.12,23.44,0.043,12.25,773.35,12.96,43.27,10,1.88,0
WFR-2174,FAB-BATCH-116,24-08-2026 03:24,1.2475,147.58,438.41,14.477,2224.1,43.79,352.85,26.18,0.0561,11.58,773.05,13.18,46.14,16,1.882,0
WFR-2175,FAB-BATCH-116,24-08-2026 03:52,1.2198,145.46,447.9,11.577,2255,41.27,344.71,22.85,0.0579,11.8,776.27,14.53,43.5,20,1.846,0
WFR-2176,FAB-BATCH-116,24-08-2026 04:20,1.2388,141.17,455.9,12.514,2214.4,44.3,348.4,23.86,0.0635,12.95,772.4,11.77,44.09,9,1.924,0
WFR-2177,FAB-BATCH-116,24-08-2026 04:48,1.1823,151.57,449.89,12.626,2247.5,43.46,349.38,24.51,0.0476,11.8,771.36,12.35,45.97,15,1.831,0
WFR-2178,FAB-BATCH-116,24-08-2026 05:16,1.2461,142.96,453.68,13.442,2161.4,44.49,354.4,24.21,0.0739,11.6,779.31,12.89,46.81,14,1.805,0
WFR-2179,FAB-BATCH-116,24-08-2026 05:44,1.2105,150.43,471.76,12.752,2183.4,45,362.07,23.62,0.0429,12.59,776.45,11.38,47.38,19,1.961,0
WFR-2180,FAB-BATCH-116,24-08-2026 06:12,1.2059,148.81,445.89,12.151,2171,41.49,358.95,23.73,0.0528,11.47,774.34,12.27,46.58,12,1.797,0
WFR-2181,FAB-BATCH-116,24-08-2026 06:40,1.2572,153.06,453.34,11.834,2212.6,43,338.64,23.71,0.0529,11.65,774.99,13.09,44.51,11,1.939,0
WFR-2182,FAB-BATCH-116,24-08-2026 07:08,1.3057,148.64,443.89,12.261,2185.6,46.01,351.79,24.27,0.0365,12.29,776.26,12.11,42.69,19,1.961,0
WFR-2183,FAB-BATCH-116,24-08-2026 07:36,1.2867,148.52,439.84,11.795,2229.2,42.98,355.89,26.06,0.0466,12.47,777.43,14.07,47.11,18,1.907,0
WFR-2184,FAB-BATCH-116,24-08-2026 08:04,1.1872,153.29,442.98,12.533,2162.8,48.56,354.95,24.56,0.0519,12.61,773.11,10.69,47.06,13,1.725,0
WFR-2185,FAB-BATCH-116,24-08-2026 08:32,1.2104,151.51,444.25,12.105,2201.7,49.19,344.97,25.45,0.0448,11.63,775.92,13.85,43.99,14,1.853,0
WFR-2186,FAB-BATCH-116,24-08-2026 09:00,1.2876,151.42,454.31,11.454,2227.5,48.65,373.31,24.91,0.0793,12.3,773.73,13.29,46.38,21,1.83,0
WFR-2187,FAB-BATCH-116,24-08-2026 09:28,1.2107,152.11,478.19,13.379,2117.4,46.31,339.78,25.39,0.0399,11.77,774.53,11.82,44.5,20,1.8,1
WFR-2188,FAB-BATCH-116,24-08-2026 09:56,1.241,143.09,441.41,12.152,2284.9,51.86,341.33,22.26,0.0642,11.7,775.4,11.39,47.25,8,1.864,0
WFR-2189,FAB-BATCH-116,24-08-2026 10:24,1.272,153.41,445,11.612,2188.7,53.72,351.87,24.26,0.0603,12.6,774.98,10,44.23,20,1.927,0
WFR-2190,FAB-BATCH-116,24-08-2026 10:52,1.2113,152.76,449.24,12.382,2119,50.49,366.93,25.55,0.0498,11.73,776.84,11.55,47.97,9,1.804,0
WFR-2191,FAB-BATCH-116,24-08-2026 11:20,1.2542,145.42,454.75,12.548,2206.3,51.77,343.31,24.04,0.0396,12.14,776.22,13.76,46.18,11,1.833,0
WFR-2192,FAB-BATCH-116,24-08-2026 11:48,1.1966,148.9,453.16,11.277,2201.3,51.7,347.87,25.91,0.0408,12.08,771.23,12.43,47.7,13,1.826,0
WFR-2193,FAB-BATCH-116,24-08-2026 12:16,1.2259,149.82,465.41,12.732,2196.7,52.91,358.62,25.69,0.0438,11.46,771.61,13.9,44.3,19,1.966,0
WFR-2194,FAB-BATCH-116,24-08-2026 12:44,1.2628,149.39,420.88,11.767,2239.6,52.16,349.86,24.12,,12.48,774.08,11.76,45.61,17,1.824,0
WFR-2195,FAB-BATCH-116,24-08-2026 13:12,1.1863,151.5,421.36,13.698,2229.9,52.88,347.32,24.1,0.038,12.28,779.57,13.35,43.55,13,1.727,0
WFR-2196,FAB-BATCH-116,24-08-2026 13:40,1.2676,156.44,444.05,12.867,2211.9,55.31,354.53,23.69,0.0322,11.01,772.87,11.64,46.27,18,1.693,0
WFR-2197,FAB-BATCH-116,24-08-2026 14:08,1.2492,154.87,463.17,12.22,2218,58.74,352.18,24,0.0662,12.14,774.48,11.34,46.35,13,1.886,0
WFR-2198,FAB-BATCH-116,24-08-2026 14:36,1.2721,144.1,431.21,11.978,2195.8,51.8,358.24,23.51,0.0574,11.61,773.66,12.37,48.6,16,1.774,0
WFR-2199,FAB-BATCH-116,24-08-2026 15:04,1.259,152.8,413.91,12.427,2271,54.94,360.33,24.84,0.0594,12.55,773.61,11.7,45.72,14,1.917,0
WFR-2200,FAB-BATCH-116,24-08-2026 15:32,1.3046,155.98,456.85,12.929,2140.8,53.34,352.46,23.34,0.0571,11.28,775.45,10.65,46.09,15,1.717,0
WFR-2201,FAB-BATCH-117,24-08-2026 16:00,1.255,151.74,452.92,12.482,2205.6,18.18,352.33,24.98,0.052,11.82,778.5,12.28,44.29,16,1.796,0
WFR-2202,FAB-BATCH-117,24-08-2026 16:28,1.2328,154.91,436.92,12.348,2202.6,14.37,351.71,25,0.0675,12.18,776.14,12.63,45.81,17,1.717,0
WFR-2203,FAB-BATCH-117,24-08-2026 16:56,1.2549,159.06,438.17,12.541,2232.5,13.21,353.91,23.17,0.0427,12.03,772.99,14.02,44.43,16,1.893,0
WFR-2204,FAB-BATCH-117,24-08-2026 17:24,1.2717,154.61,438.36,12.077,2166.2,17.93,350.44,25.74,0.0513,12.38,781.88,13.62,45.17,7,1.915,0
WFR-2205,FAB-BATCH-117,24-08-2026 17:52,1.252,151.12,451.33,12.26,2130.3,20.69,350,24.91,0.059,11.24,775.2,13.96,45.26,18,1.884,0
WFR-2206,FAB-BATCH-117,24-08-2026 18:20,1.2516,154.7,442.48,11.04,2206.3,19.08,359.57,25.1,0.0341,12.83,773.56,13.36,44.47,16,1.741,0
WFR-2207,FAB-BATCH-117,24-08-2026 18:48,1.2219,150.65,455.93,13.182,2211.2,18.71,362.13,23.89,0.0872,12.26,778.53,12.9,45.09,11,1.775,0
WFR-2208,FAB-BATCH-117,24-08-2026 19:16,1.2235,150.11,415.74,12.709,2259.6,19.67,337.94,25,0.0503,12.68,773.83,11.03,44.44,17,1.873,0
WFR-2209,FAB-BATCH-117,24-08-2026 19:44,1.1939,148.42,439.72,11.959,2149.2,22.23,350.08,25.4,0.0517,12.44,779.16,12.68,44.43,20,1.681,0
WFR-2210,FAB-BATCH-117,24-08-2026 20:12,1.32,157.04,436.49,13.829,2246.2,18.2,344.49,24.42,0.0651,11.99,772.82,13.22,46.61,19,1.826,0
WFR-2211,FAB-BATCH-117,24-08-2026 20:40,1.2002,146.32,446.92,12.561,2294.7,20.28,347.51,26.1,0.061,11.36,778.58,14.25,45.26,9,2.002,0
WFR-2212,FAB-BATCH-117,24-08-2026 21:08,1.2223,156.9,443.54,11.775,2184.9,20.14,353.22,24.54,0.0505,11.72,775.5,13.32,45.52,11,1.832,0
WFR-2213,FAB-BATCH-117,24-08-2026 21:36,1.2213,152.25,459.57,13.1,2148.4,19.26,355.36,25.41,0.0516,12.79,778.23,13.99,42.81,14,1.701,0
WFR-2214,FAB-BATCH-117,24-08-2026 22:04,1.2858,143.7,427.69,12.779,2183.7,21.49,349.1,24.73,0.032,12.69,779.75,11.26,45.64,13,1.789,0
WFR-2215,FAB-BATCH-117,24-08-2026 22:32,1.2382,151.65,450.55,12.776,2200.6,24.92,334.69,24.97,0.0433,11.69,772.17,12.11,45.8,12,1.787,0
WFR-2216,FAB-BATCH-117,24-08-2026 23:00,1.2999,140.55,456.7,12.202,2222.6,24.38,342.28,23.16,0.0562,10.59,778.19,13.02,44.4,15,2.064,0
WFR-2217,FAB-BATCH-117,24-08-2026 23:28,1.2231,152.81,472.28,12.815,2176.3,25.09,357.17,24.8,0.0553,11.89,771.48,13.89,48.13,14,2.017,0
WFR-2218,FAB-BATCH-117,24-08-2026 23:56,1.2612,153.98,444.22,12.317,2262.2,24.64,328.08,23.91,0.0647,11.86,772.38,12.33,41.57,12,1.923,0
WFR-2219,FAB-BATCH-117,25-08-2026 00:24,1.2166,147.33,453.89,12.889,2155.4,25.95,359.5,23.82,0.0486,11.88,772.99,12.4,46.18,17,1.816,0
WFR-2220,FAB-BATCH-117,25-08-2026 00:52,1.3358,150.56,428.35,11.167,2130.4,23.85,354.17,25.9,0.0334,12.26,776.26,13.32,46.07,19,1.97,0
WFR-2221,FAB-BATCH-117,25-08-2026 01:20,1.2025,158.79,421.3,12.196,2244.3,25.38,360.53,24.33,0.0627,12.44,775.08,11.15,45.81,16,1.737,0
WFR-2222,FAB-BATCH-117,25-08-2026 01:48,1.2624,147.72,460.14,13.706,2109,26.93,348.41,23.7,0.0672,12.5,774.58,14.43,45.26,18,1.958,0
WFR-2223,FAB-BATCH-117,25-08-2026 02:16,1.2754,145.23,449.93,11.963,2191.8,27.66,333.51,24.21,0.0608,12.22,775.37,11.45,45.83,8,1.943,0
WFR-2224,FAB-BATCH-117,25-08-2026 02:44,1.2666,156.67,464.14,12.077,2324.7,28.29,353.44,23.46,0.048,11.1,776.48,10.2,46.3,9,1.835,0
WFR-2225,FAB-BATCH-117,25-08-2026 03:12,1.2426,158.83,433.52,12.186,2199.5,27.92,360.2,25.65,0.0625,11.83,776.67,12.51,43.91,14,1.964,0
WFR-2226,FAB-BATCH-117,25-08-2026 03:40,1.2448,150.02,456.24,11.65,2155.2,28,357.4,23.94,0.0911,13.15,777.74,14.54,45.45,20,1.805,0
WFR-2227,FAB-BATCH-117,25-08-2026 04:08,1.2518,154.55,472.43,10.954,2197.7,35.62,344.7,24.92,0.0514,12.19,779.55,13.2,44.73,17,1.723,0
WFR-2228,FAB-BATCH-117,25-08-2026 04:36,1.2441,156.04,455.04,12.339,2198,31.66,350.69,25.58,0.0343,12.18,774.95,13.4,43.36,13,1.948,0
WFR-2229,FAB-BATCH-117,25-08-2026 05:04,1.2886,146.66,453.32,12.595,2206.4,31.23,345.74,24.1,0.043,12.18,773.7,12.55,46.08,10,1.841,0
WFR-2230,FAB-BATCH-117,25-08-2026 05:32,,147.82,450.1,12.463,2226.5,30.48,343.45,24.93,0.0575,12.21,776.53,12.32,44.15,17,1.91,0
WFR-2231,FAB-BATCH-117,25-08-2026 06:00,1.2277,155.54,431.15,12.399,2158.4,30.6,357.64,23.68,0.0307,10.81,772.14,10.65,42.75,17,2.032,0
WFR-2232,FAB-BATCH-117,25-08-2026 06:28,1.1952,157.58,466.27,12.53,2267.5,31.79,340.42,26.46,0.052,11.88,773.3,9.79,44.19,17,1.778,0
WFR-2233,FAB-BATCH-117,25-08-2026 06:56,1.2465,152.53,442.67,13.216,2209.8,33.19,342.85,25.25,,11.98,777.5,12.74,43.8,16,1.836,0
WFR-2234,FAB-BATCH-117,25-08-2026 07:24,1.3532,146.04,456.05,12.367,2229.1,29.39,341.17,24.35,0.0684,12.64,774.69,14.08,46.54,11,2.007,0
WFR-2235,FAB-BATCH-117,25-08-2026 07:52,1.2179,158.94,431.24,12.098,2174.9,30.56,338.08,23.88,0.0657,12.02,771.98,12.91,45.23,19,1.917,0
WFR-2236,FAB-BATCH-117,25-08-2026 08:20,1.3156,147.61,435.85,12.303,2251.5,32.98,351.17,24.41,0.0604,11.18,771.28,13.25,47.07,14,1.78,0
WFR-2237,FAB-BATCH-117,25-08-2026 08:48,1.3171,,467.22,12.906,2189.7,35.21,359.29,24.23,0.024,12.22,775.12,14.4,44,13,1.754,0
WFR-2238,FAB-BATCH-117,25-08-2026 09:16,1.2279,151.54,445.83,13.488,2211.1,34.87,348.52,26.06,0.0611,11.6,777.85,12.89,46.31,15,1.797,0
WFR-2239,FAB-BATCH-117,25-08-2026 09:44,1.2728,156.99,467.44,12.06,2162.7,38.86,337.95,23.52,0.0585,11.39,777.82,12.35,49.26,9,1.776,0
WFR-2240,FAB-BATCH-117,25-08-2026 10:12,1.3151,153.84,449.06,12.569,2160.1,33.49,356.72,24.61,0.0531,11.58,775.28,11.52,45.53,20,1.874,0
WFR-2241,FAB-BATCH-117,25-08-2026 10:40,1.2348,151.87,427.9,12.737,2227.5,35.5,363.49,24.49,0.0292,12.27,780.02,14.93,46.29,11,1.858,0
WFR-2242,FAB-BATCH-117,25-08-2026 11:08,1.2419,152.08,460.7,11.805,2182.3,40.59,344.83,24.41,0.0407,12.63,774.74,13.13,46.04,11,1.878,0
WFR-2243,FAB-BATCH-117,25-08-2026 11:36,1.2267,150.2,442.92,12.514,2165.8,38.36,346.17,24.41,0.036,12.24,774.65,11.37,42.87,12,1.766,0
WFR-2244,FAB-BATCH-117,25-08-2026 12:04,1.2094,152.51,458.38,11.474,2174.3,40.42,354.13,24.41,0.0258,12.32,768.58,11.09,45.88,8,1.843,0
WFR-2245,FAB-BATCH-117,25-08-2026 12:32,1.224,138.62,450.3,11.262,2228,43.3,362.97,25.2,0.05,12.24,773.88,14,45.46,9,1.644,0
WFR-2246,FAB-BATCH-117,25-08-2026 13:00,1.201,148.67,431.48,12.757,2174.8,38.36,345.84,24.99,0.0404,12.05,777.13,11.26,44.61,17,1.865,0
WFR-2247,FAB-BATCH-117,25-08-2026 13:28,1.2514,151.09,451.97,12.231,2195.3,40.1,339.34,24.84,0.0815,12.35,778.91,14.72,43.67,7,1.968,0
WFR-2248,FAB-BATCH-117,25-08-2026 13:56,1.2192,144.82,476.35,12.642,2200.6,40.31,355.05,22.07,0.048,10.79,772.92,9.19,46.04,12,1.708,1
WFR-2249,FAB-BATCH-117,25-08-2026 14:24,1.2594,151.74,455.92,12.487,2123.3,37.49,356.39,24.74,0.0655,12.06,776.16,14.21,43.54,13,1.898,0
WFR-2250,FAB-BATCH-117,25-08-2026 14:52,1.1878,149.08,449.31,11.817,2141.2,41.33,350.05,23.18,0.0312,11.48,777.62,13.08,48.2,14,1.789,0
WFR-2251,FAB-BATCH-117,25-08-2026 15:20,1.2632,157.9,462.9,12.468,2213.5,44.26,345.53,25.02,0.0436,12.58,775.03,12.64,45.17,10,1.93,0
WFR-2252,FAB-BATCH-117,25-08-2026 15:48,1.2833,157.08,452.53,11.637,2170.5,44.13,357.96,25.68,0.0512,11.93,769.29,12.29,43.17,9,1.866,0
WFR-2253,FAB-BATCH-117,25-08-2026 16:16,1.1703,147.9,452.51,13.474,2242.3,44.84,354.22,23.76,0.0391,12.02,775.62,14.77,44.23,19,1.89,0
WFR-2254,FAB-BATCH-117,25-08-2026 16:44,1.265,149.32,436.9,11.551,2238.7,43.4,343.85,24.29,0.0449,11.25,776.9,13.35,44.58,16,1.856,0
WFR-2255,FAB-BATCH-117,25-08-2026 17:12,1.2991,149.67,452.81,12.363,2228.8,43.39,350.39,24.02,0.0474,12.51,772.63,11.42,48.62,19,1.983,0
WFR-2256,FAB-BATCH-117,25-08-2026 17:40,1.2016,147.97,462.43,11.77,2272.8,47.79,339.19,25.49,0.0472,12.31,774.36,10.44,43.67,16,1.885,0
WFR-2257,FAB-BATCH-117,25-08-2026 18:08,1.3169,150.88,439.97,12.899,2196.7,44.81,355.49,24.58,0.0723,12.28,772.11,12.71,44.83,18,1.779,0
WFR-2258,FAB-BATCH-117,25-08-2026 18:36,1.2668,146.59,467.09,12.268,2226,46.94,347.9,25.88,0.0545,11.59,768.57,12.5,44.19,11,1.86,0
WFR-2259,FAB-BATCH-117,25-08-2026 19:04,1.2218,144.91,448.9,12.137,2176.6,47.23,346.51,24.83,0.0558,11.61,777.57,10.68,45.75,20,1.813,0
WFR-2260,FAB-BATCH-117,25-08-2026 19:32,1.2478,,439.35,13.097,2298.1,50.37,349.74,24.69,0.0565,12.11,774.99,12.43,44.22,14,1.866,0
WFR-2261,FAB-BATCH-117,25-08-2026 20:00,1.2723,152.83,461.97,12.521,2279.3,49.94,350.32,24.55,0.0574,11.65,778.99,11.81,43.29,22,1.808,0
WFR-2262,FAB-BATCH-117,25-08-2026 20:28,1.253,146.38,446.56,12.862,2200.5,45.96,357.16,25.15,0.049,12.22,777.14,12.51,44.71,15,1.782,0
WFR-2263,FAB-BATCH-117,25-08-2026 20:56,1.2716,154.03,459.11,11.813,2215.5,46.72,354.73,23.11,0.0462,10.92,774.11,13.37,44.55,15,1.87,0
WFR-2264,FAB-BATCH-117,25-08-2026 21:24,1.2132,147.16,446.5,11.517,2254.4,50.81,348.75,24.57,0.052,11.76,774.79,14.29,44.11,13,1.856,0
WFR-2265,FAB-BATCH-117,25-08-2026 21:52,1.2568,151.14,449.28,12.575,2194.1,50.07,356.11,24.44,0.0639,12.9,776.42,13.59,44.19,21,1.956,0
WFR-2266,FAB-BATCH-117,25-08-2026 22:20,1.1935,153.69,455.92,12.277,2173.7,49.84,353.21,25.08,0.0635,12.22,777.42,11.63,46.78,18,1.809,0
WFR-2267,FAB-BATCH-117,25-08-2026 22:48,1.2456,149.85,453.49,12.939,2235,53.33,346.59,24.35,0.0471,12.08,775.81,12.94,44.52,11,1.652,0
WFR-2268,FAB-BATCH-117,25-08-2026 23:16,1.2138,152.05,426.05,12.444,2203.1,52.22,349,23.67,0.0592,12.99,777.76,12.58,43.3,17,1.814,0
WFR-2269,FAB-BATCH-117,25-08-2026 23:44,1.2206,147.68,436.55,12.644,2207.3,52.5,348.81,24.51,0.0477,10.83,774.26,10.9,44.31,18,1.687,0
WFR-2270,FAB-BATCH-117,26-08-2026 00:12,1.2994,149.12,461.15,11.364,2166.6,54.51,354.04,23.63,0.0504,11.59,772.51,12.98,45.08,15,1.892,0
WFR-2271,FAB-BATCH-117,26-08-2026 00:40,1.2937,149.07,448.41,13.822,2131.3,52.75,347.06,22.96,0.0443,11.8,774.84,14.73,43,13,1.683,0
WFR-2272,FAB-BATCH-117,26-08-2026 01:08,1.2744,146.64,443.72,12.385,2209.4,57.19,346.88,25.08,0.0478,12.43,775.51,12.54,47.44,15,1.751,0
WFR-2273,FAB-BATCH-117,26-08-2026 01:36,1.2063,149.2,433.7,12.988,2236.2,53.02,365.75,24.96,0.0661,12.44,772,10.59,46.3,18,1.814,0
WFR-2274,FAB-BATCH-117,26-08-2026 02:04,1.2373,143.03,437.04,11.915,2191,56.46,357.52,24.87,0.0511,11.57,771.66,12.54,47.15,16,2.004,0
WFR-2275,FAB-BATCH-117,26-08-2026 02:32,1.2985,147.79,425.74,12.716,2257.5,58.57,343.92,25.54,0.0516,12.5,776.12,11.04,45.59,14,1.743,0
WFR-2276,FAB-BATCH-118,26-08-2026 03:00,1.2557,,448.78,11.588,2171.8,12.25,354.57,23.97,0.0326,11.8,773.98,13.54,41.86,17,1.851,0
WFR-2277,FAB-BATCH-118,26-08-2026 03:28,1.3428,148.85,442.82,12.816,2157.8,14.86,350.95,23.36,0.0463,12.61,774.59,13.13,47.3,15,1.908,0
WFR-2278,FAB-BATCH-118,26-08-2026 03:56,1.2657,148.91,438.4,12.251,2197.3,18.38,353.13,24.44,0.0471,11.48,774.1,12.29,43.7,16,1.998,0
WFR-2279,FAB-BATCH-118,26-08-2026 04:24,1.2577,149.72,449.18,12.52,2196.7,18.96,351.1,24.22,0.0401,11.94,778.8,12.1,43.83,15,1.928,0
WFR-2280,FAB-BATCH-118,26-08-2026 04:52,1.2376,152.16,454.37,12.989,2230.8,16.86,359.52,23.83,0.0503,11.75,778.15,12.25,45.23,21,1.959,0
WFR-2281,FAB-BATCH-118,26-08-2026 05:20,1.2553,153.94,475.12,11.637,2169,16.28,352.76,24.44,0.0448,12.53,771.91,12.51,47.07,13,1.936,0
WFR-2282,FAB-BATCH-118,26-08-2026 05:48,1.2439,147.08,431.86,12.021,2254.7,20.21,349.5,24.01,0.051,11.74,773.67,11.57,46.58,16,1.729,0
WFR-2283,FAB-BATCH-118,26-08-2026 06:16,1.2783,144.59,463.91,12.82,2278.7,21.22,358.34,23.03,0.0515,11.98,777.13,10.83,46.36,19,1.886,0
WFR-2284,FAB-BATCH-118,26-08-2026 06:44,1.2883,145.31,461.68,13.969,2198.4,17.07,351.87,24.15,0.0385,12.25,776.5,13.87,44.53,11,1.935,0
WFR-2285,FAB-BATCH-118,26-08-2026 07:12,1.2186,147.81,440.65,12.403,2250,17.54,350.97,23.59,0.0452,12.27,774.9,12.04,44.51,16,1.754,0
WFR-2286,FAB-BATCH-118,26-08-2026 07:40,1.1968,148.42,452.44,12.914,2157.7,20.95,352.51,24.69,0.0509,12.44,772.16,12.7,45.52,14,1.792,0
WFR-2287,FAB-BATCH-118,26-08-2026 08:08,1.1766,146.54,444.51,12.425,2243,22.31,349.25,23.98,0.0642,12.11,773.29,12.84,44.8,13,1.77,0
WFR-2288,FAB-BATCH-118,26-08-2026 08:36,1.2703,144.17,452.23,13.86,2241.9,21,350.07,25.39,0.0531,11.79,773.71,12.89,46.33,11,1.927,0
WFR-2289,FAB-BATCH-118,26-08-2026 09:04,1.2059,147.95,468.11,11.277,2234.5,23.51,345.31,25.78,0.0421,11.83,775.69,11.09,46.25,20,1.843,0
WFR-2290,FAB-BATCH-118,26-08-2026 09:32,1.1639,150.82,457.27,12.566,2199.4,21.28,343.99,25.04,0.0548,12.01,779.26,10.49,45.89,19,1.818,0
WFR-2291,FAB-BATCH-118,26-08-2026 10:00,1.2655,152.68,456.1,11.362,2081.8,19.02,342.01,23.26,0.0705,12.12,773.28,11.79,41.21,18,1.722,0
WFR-2292,FAB-BATCH-118,26-08-2026 10:28,1.3497,147.49,444.84,10.745,2174.3,22.95,338.86,25.7,0.061,11.93,772.43,12.97,45.19,17,1.843,0
WFR-2293,FAB-BATCH-118,26-08-2026 10:56,1.2498,148.14,432.19,12.708,2175,24.48,342.96,25.76,0.0566,12.01,774.73,11.63,44.84,13,1.793,0
WFR-2294,FAB-BATCH-118,26-08-2026 11:24,1.2835,145.83,447.5,12.598,2160.9,24.35,348.61,24.52,0.0587,11.24,777.58,12.07,45.25,14,1.874,0
WFR-2295,FAB-BATCH-118,26-08-2026 11:52,1.2533,149.86,464.48,12.301,2204.9,23.13,350.82,25.56,0.0673,12.33,771.38,15.05,43.87,13,1.736,0
WFR-2296,FAB-BATCH-118,26-08-2026 12:20,1.246,146.18,431.67,12.426,2183.2,22.37,347.83,24.06,0.0629,12.09,778.63,10.29,43.01,13,1.868,0
WFR-2297,FAB-BATCH-118,26-08-2026 12:48,1.2868,152.58,437.34,14.669,2167,25.52,331.15,23.01,0.0568,12.5,774.57,11.59,45.69,20,1.806,0
WFR-2298,FAB-BATCH-118,26-08-2026 13:16,1.2384,141.96,451.52,12.319,2157.6,28.9,362.6,23.89,0.0628,12,773.16,14.78,44.47,14,1.725,0
WFR-2299,FAB-BATCH-118,26-08-2026 13:44,1.2607,148.38,438.18,12.857,2171.4,30.16,358.69,25.88,0.037,11.13,771,12.45,45.86,21,1.717,0
WFR-2300,FAB-BATCH-118,26-08-2026 14:12,1.2629,151.35,440.49,12.045,2244.9,30.58,353.57,23.31,0.032,11.82,776.77,11.65,43.99,14,1.732,0
WFR-2301,FAB-BATCH-118,26-08-2026 14:40,1.2233,150.83,444.92,12.707,2173.6,27.12,365.26,24.5,0.0519,11.9,774.57,13.9,47.12,13,1.829,0
WFR-2302,FAB-BATCH-118,26-08-2026 15:08,1.2897,162.12,433.61,12.333,2179.4,26.99,342.18,24.53,0.0508,12.37,775.43,12.57,46.5,12,1.862,0
WFR-2303,FAB-BATCH-118,26-08-2026 15:36,1.243,151.57,438.31,12.213,2181.7,30.84,365.1,24.09,0.0435,10.96,772.75,12.08,45.45,13,1.877,0
WFR-2304,FAB-BATCH-118,26-08-2026 16:04,1.2198,145.48,458.44,13.773,2213.6,31.67,342.28,24.15,0.0599,12.02,774.2,12.73,44.68,15,1.881,0
WFR-2305,FAB-BATCH-118,26-08-2026 16:32,1.2715,149.57,434.31,13.324,2218.2,31.75,351.91,24.56,0.0276,12.26,773.78,11.71,46.28,17,1.774,0
WFR-2306,FAB-BATCH-118,26-08-2026 17:00,1.2141,142.01,430.83,12.596,2078.2,27.47,339.81,24.05,0.0436,11.67,774.75,11.28,45.59,17,1.956,0
WFR-2307,FAB-BATCH-118,26-08-2026 17:28,1.2511,149.64,442.44,10.887,2240.9,30.32,350.12,23.36,0.0442,12.04,773.33,12.36,45.36,14,1.806,0
WFR-2308,FAB-BATCH-118,26-08-2026 17:56,1.2496,146.25,458.78,12.247,2257.5,32.54,353.09,24.67,0.0304,11.69,771.16,11.29,46.56,17,1.895,0
WFR-2309,FAB-BATCH-118,26-08-2026 18:24,1.2934,154.12,447.64,14.392,2158,34.12,348.76,25.36,,11.64,781.82,12.51,47.14,12,1.834,0
WFR-2310,FAB-BATCH-118,26-08-2026 18:52,1.269,147.53,444.43,12.339,2161.1,35.23,355.71,25.2,0.0337,11.8,771.59,12.93,43.12,11,1.888,0
WFR-2311,FAB-BATCH-118,26-08-2026 19:20,1.249,149.47,450.53,13.272,2182,34.54,350.79,23.85,0.0429,11.64,775.45,13.52,43.42,12,1.829,0
WFR-2312,FAB-BATCH-118,26-08-2026 19:48,1.2827,147.14,429.05,13.509,2169.8,35.46,345.82,23.5,0.0609,12.34,770.57,13.85,43.83,12,1.889,0
WFR-2313,FAB-BATCH-118,26-08-2026 20:16,1.3056,157.82,455.94,12.653,2209,35.52,345.47,24.27,0.0578,11.63,770.01,12.01,42.75,18,1.849,0
WFR-2314,FAB-BATCH-118,26-08-2026 20:44,1.2723,148.55,454.6,11.911,2122.1,37.27,356.49,25.75,0.0367,11.55,775.24,13.1,44.91,16,1.931,0
